ems_no,fac_name,county_name,document_no,transgress_date,transgress_law,penalty_money,penalty_date,ispetition,petition_results,appeal_or_rescind,transgress_type,fac_address,transgress_name,openinfor,lawsuit_date_1,illegal_money,track_illegal_money,petition_agency,ban,transgress_address,subject,gist_define,improve_deadline,inspection_condition,transgress_control_id,is_improve,inspection_datetime_s,penaltykind,isimportant,paymentstate,isreminder,isadmincourt,isreducemoney,allow_rework_date,fac_city_code,fac_area_code,transgress_city_code
T58A0342,歐誌昌畜牧場,屏東縣,30-115-010024,2025-11-27,水污染防治法第7條第1項,16800,2026-01-21,0,,,水污染,屏東縣新園鄉瓦磘村下瓦路一之六一號,歐誌昌畜牧場,歐誌昌畜牧場於本縣新園鄉新利段1342地號土地從事豬隻飼育作業，其排放水經本府環境保護局於114年11月27日派員採樣檢驗結果未符合放流水標準（懸浮固體檢測值969毫克/公升，標準值150毫克/公升；化學需氧量檢測值1410毫克/公升，標準值600毫克/公升),,0,0,,,屏東縣新園鄉新利段1342地號,罰鍰新臺幣16800元整。限改日期：115年02月25日。,違反水污染防治法第7條第1項之規定，並依水污染防治法第40條第2項裁處。,2026-02-25,,T58A0342,待改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10013,10013170,10013
P57097001040,木河企業有限公司,新北市,21-115-052039,2026-03-27,空氣污染防制法第40條第3項,2000,2026-05-30,0,,,移動污染,雲林縣崙背鄉崙前村崗背一之三九號,木河企業有限公司,車輛(車號:KEF-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,55876461,新北市八里區中山路三段409號(八里垃圾焚化廠前),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項規定裁處。,,,P57097001040,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,10009,10009120,65000
B20097017740,鴻業工程有限公司,臺中市,21-115-010235,2026-01-01,空氣污染防制法第44條第1項,500,2026-02-05,0,,,移動污染,臺中市西區臺灣大道二段一八六號二四樓之二,鴻業工程有限公司,鴻業工程有限公司所有車號BYP-7322柴油車輛，未於114年12月31日前實施114年排放空氣污染物定期檢驗。,,0,0,,94208340,臺中市南屯區本局柴油車排煙檢測站(南屯站),罰鍰新臺幣500元整。,違反空氣污染防制法第44條第1項之規定，並依空氣污染防制法第80條第1項裁處。,,,B20097017740,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,66000,66000040,66000
B19097006380,祥運小客車租賃有限公司,臺北市,22-115-020556,2025-12-03,噪音管制法第11條第1項，機動車輛噪音管制標準第3條,1800,2026-02-25,0,,,噪音污染,臺中市東區精武路一之六號一樓,祥運小客車租賃有限公司,機動車輛行駛之噪音超過機動車輛噪音管制標準。(測量值：88.4分貝、管制標準值：86分貝),,0,0,,53498788,臺北市信義區信義路6段9號旁,罰鍰新臺幣1800元整。,違反噪音管制法第11條第1項及機動車輛噪音管制標準第3條之規定，並依噪音管制法第26條裁處。,,,B19097006380,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,"其他:限期改善由告發單位依權責辦理。
違規時間12/28修法前從新從輕。",,66000,66000020,63000
F02097052578,泳欣金屬工程行,臺北市,21-115-053946,2025-10-13,空氣污染防制法第40條第3項,1000,2026-05-18,0,,,移動污染,新北市三重區自強路一段二二○巷二號三樓,泳欣金屬工程行,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,18264637,臺北市中正區中山南路21號(中正紀念堂杭州南路2段),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F02097052578,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,65000,65000020,63000
F09A3663,泉碩科技股份有限公司,新北市,41-115-050988,2026-03-24,廢棄物清理法第27條第1款,3600,2026-05-22,0,,,一般廢棄物,新北市三峽區添福七號,泉碩科技股份有限公司,貴公司租賃車輛（車號：RFG-9***）駕駛隨地拋棄煙蒂，致污染環境。,,0,0,,53202103,新北市樹林區學府路停車格(83)旁,罰鍰新臺幣3600元整。,違反廢棄物清理法第27條第1款規定，並依廢棄物清理法第50條第3款及違反廢棄物清理法罰鍰額度裁罰準則第2條第1項第1款規定裁處。,,,F09A3663,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000090,65000
F13097024548,萬豐起重行,新北市,41-115-040871,2026-01-24,廢棄物清理法第27條第1款,1200,2026-04-22,0,,,一般廢棄物,新北市土城區中央路四段二七九巷一九號一二樓之三,萬豐起重行,臺端所有車輛（車號：BEN-****）之駕駛人隨地拋棄一般廢棄物(液體)，致污染環境。,,0,0,,72675046,新北市新莊區中正路與思源路口處,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第1款規定，並依廢棄物清理法第50條第3款及違反廢棄物清理法罰鍰額度裁罰準則第2條第1項第1款規定裁處。,,,F13097024548,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000130,65000
D8602657,關子嶺大旅社,臺南市,30-115-050007,2026-02-01,水污染防治措施及檢測申報管理辦法第93條第1項，水污染防治法第22條第1項,6000,2026-05-13,0,,,水污染,臺南市白河區關子嶺二○號,關子嶺大旅社,臺端從事觀光旅館業，領有本局核發簡易排放地面水體許可文件，依規定應於115年1月31日前申報114年7月至12月之定期檢測申報資料，惟迄今未完成網路上傳定期檢測申報，已逾申報期限。,,0,0,,71734356,臺南市白河區關嶺里1鄰關子嶺20號,"罰鍰新臺幣6000元整，限改條件:於期限內改善完成。
惟本案未完成改善，將另案辦理裁處事宜。限改日期：115年04月27日。處環境講習1小時整。",違反水污染防治法第22條第1項暨水污染防治措施及檢測申報管理辦法第93條第1項規定，依同法第56條暨違反水污染防治法罰鍰額度裁罰準則第5條第2項規定裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-04-27,,D8602657,待改善,,罰鍰(非連續處罰)，限期改善,否,尚未繳款,否,否,,,67000,67000030,67000
A39097094809,中菲營造事業股份有限公司,臺北市,40-115-010046,2025-11-20,廢棄物清理法第27條第2款,6000,2026-01-15,0,,,事業廢棄物,臺北市中山區中山北路二段七七巷一二之五號七樓,中菲營造事業股份有限公司-112建字第0020號,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近水溝(宏鋼建設開發金華段二小段新建工程,112建字第0020號,泥漿污染涵管約80公尺)(污染程度A=3,污染特性B=5,危害程度C=1)(依「臺北市政府環境保護局各類違反環保法令案件裁罰基準」第5點經專案簽報核准。)",,0,0,,12379485,臺北市大安區潮州街95號旁周邊溝渠,罰鍰新臺幣6000元整。處環境講習2小時整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A39097099260,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000040,63000
T42C0342,長蓁營造股份有限公司-衍得發建設有限公司廠房新建工程,屏東縣,40-115-040010,2026-02-11,廢棄物清理法第31條第1項第1款,6000,2026-04-23,0,,,事業廢棄物,"屏東縣屏東市清溪段○七六一之○○二九地號,清溪段○七六一之○○二八地號,清溪段○七六一之○○二七地號,清溪段○七六一之○○二六地號,清溪段○七六一之○○五四地號,清溪段○七六一之○○五○地號,清溪段○七六一之○○二五地號,清溪段○七六一之○○三○地號,清溪段○七六一之○○四九地號,清溪段○七六一之○○五一地號,清溪段○七六一之○○五二地號,清溪段○七六一之○○四八地號,清溪段○七六一之○○四七地號,清溪段○七",長蓁營造股份有限公司-衍得發建設有限公司廠房新建工程,該公司於本轄屏東市清溪段761-25至761-30、761-45至761-54地號等12筆土地承攬「衍得發建設有限公司廠房新建工程」，係有繳交空氣污染防制費之營建工程，因興建工程面積達500平方公尺且合約經費達新臺幣500萬元以上，屬公告應檢具事業廢棄物清理計畫書之事業，案經本局於115年2月11日派員現場稽查，發現工程已動工興建完成，惟該公司未申領有事業廢棄物清理計畫書，即逕行營運，涉違反廢棄物清理法第31條第1項第1款規定。,,0,0,,54802132,屏東縣屏東市清溪段761-25地號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第1款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,T42C0342,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10013,10013010,10013
N18097008470,珉全工程行,臺中市,21-115-040044,2026-01-24,空氣污染防制法第40條第3項,2000,2026-04-10,0,,,移動污染,彰化縣秀水鄉金興村番花路一一六巷一一弄一六號一樓,珉全工程行,黃玉顏(即珉全工程行)所有車號802-VD車輛於115年01月24日17時08分行經本局公告空氣品質維護區中央公園，且未具一年內完成排煙檢驗合格紀錄，已違反空氣污染防制法第40條第3項規定。,,0,0,,10948861,臺中市西屯區中央公園,罰鍰新臺幣2000元整，限於115年4月27日前至各縣市任一柴油車排煙檢測站複驗合格，屆期仍未完成改善者，按次處罰。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,N18097008470,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10007,10007070,66000
B25097003492,北道交通有限公司,臺中市,41-115-010388,2025-10-16,廢棄物清理法第27條第1款,3600,2026-01-09,0,,,一般廢棄物,臺中市北屯區北屯路二一二巷四四號一樓,北道交通有限公司,於本市公告指定清除地區違規拋棄一般廢棄物,,0,0,,51702757,臺中市北區三民路三段與育才街附近,罰鍰新臺幣3600元整，自本次違反本法之日（含）回溯前一年內第3次違反相同條款規定,違反廢棄物清理法第27條第1款規定，並依廢棄物清理法第50條第3款暨「違反廢棄物清理法罰鍰額度裁罰準則」裁處。,,,B25097003492,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,66000,66000080,66000
D04100002480,邑豐企業社,臺南市,21-115-030071,2026-01-26,空氣污染防制法第40條第3項,2000,2026-03-03,0,,,移動污染,臺南市安定區新吉里新吉二四九之六號一樓,邑豐企業社,臺端/貴商號/貴公司所有816-T3柴油大貨(客)車經查進入本市空氣品質維護區，惟於稽查日前一年內未有排煙檢驗合格記錄。,,0,0,,14403172,臺南市東區前鋒路,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項暨臺南市政府112年12月27日府環空字第1120328259C號公告，爰依空氣污染防制法第76條第2項規定裁處。,,,D04100002480,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,67000,67000210,67000
E50097050064,天晟工程行,高雄市,21-115-010378,2025-11-19,空氣污染防制法第40條第3項,2000,2026-01-23,0,,,移動污染,高雄市三民區自由一路二號八樓之三,天晟工程行,車輛KEM-2388號進入本市第二期空氣品質維護區所劃設之管制範圍，經查於稽查日前已逾二年未有排煙合格紀錄。,,0,0,,69924289,高雄市小港區第五貨櫃中心,罰鍰新臺幣2000元整，並限期於115年3月5日前至柴油車排煙檢測站檢驗合格。屆期未改善完成，將按次處罰。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,E50097050064,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,64000,64000050,64000
K76097000074,源富通運股份有限公司,新北市,21-115-046166,2025-01-17,空氣污染防制法第40條第3項,2000,2026-04-24,0,,,移動污染,苗栗縣公館鄉五谷村九二之六號二樓,源富通運股份有限公司,車輛(車號:KLP-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,23361321,新北市八里區台北港焚化爐,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條附表一項次七規定。,,,K76097000074,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10005,10005090,65000
A43097020803,洲邑工程有限公司,臺北市,22-115-030014,2025-12-28,噪音管制法第8條第4款,6000,2026-03-04,0,,,噪音污染,臺北市士林區承德路四段二七○號六樓,洲邑工程有限公司-柏油銑鋪復舊工程,營建工程於本市第四類噪音管制區假日晚上6時至翌日上午8時，經目的事業主管機關核准從事施工，但未依規定於施工現場設置噪音防制設施(包含隔音布、消音屋、防震襯墊、隔音罩或其他具有減音功能之設施)。(工程名稱:柏油銑鋪復舊工程)(屬噪音管制區劃定作業準則之夜間時段),,0,0,,53467265,臺北市大安區復興南路1段318號前,罰鍰新臺幣6000元整。處環境講習1小時整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A43097050730,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000110,63000
A42097034208,根協股份有限公司,高雄市,23-115-040002,2026-02-09,空氣污染防制法第23條第2項,420000,2026-04-14,0,,,營建工程,臺北市內湖區內湖路一段三二○號九樓,根協股份有限公司,"本局於115年2月9日派員稽查「根協股份有限公司作業廠房新建工程（管制編號：E113SF2009-1）」（位址：高雄市路竹區路竹段2003-10地號等6筆（路科十路與路科一路附近）），查該工程前經本局裁處並命限期改善，惟已逾改善期限，現場仍發現下列缺失，依營建工程空氣污染防制設施管理辦法及缺失記點處理原則等規定，共記缺失26點，已違反空氣污染防制法第23條第2項規定：(1)工地周界設置之圍籬，未涵蓋全部工地區域，記4點。(2)物料堆置防塵布、防塵網未完全覆蓋堆置之物料或破損，致影響防制效果，記4點。
(3)營建工地內或洗車設施至主要道路之車行路徑鋪面未清洗，致影響防制效果，記4點。(4)裸露地表第一級營建工程，有效抑制粉塵防制措施實施面積未達百分之九十，記4點。(5)營建工地內從事具粉塵逸散性之操作未設置局部集氣系統或加壓噴水設施，記10點。",,0,0,,89903683,高雄市路竹區路竹段2003-10地號等6筆(路科十路與路科一路附近),罰鍰新臺幣420000元整，處環境講習2小時整。限改日期：115年02月26日。處環境講習2小時整。,違反「空氣污染防制法」第23條第2項規定，並依空氣污染防制法第第62條第1項第4款規定裁處，另依環境教育法第23條規定裁處環境講習。依環境教育法第23條第2款之規定裁處環境講習,2026-02-26,,A42097034208,已改善完成,,按次連續處罰罰鍰，限期改善,否,無分期已繳清,否,否,,,63000,63000100,64000
F11B6440,閎盛企業社,新北市,21-115-130261,2025-04-15,空氣污染防制法第40條第3項,2000,2026-01-28,0,,,移動污染,新北市汐止區長興街二段五○巷四五號二樓,閎盛企業社,車輛(車號:***-R7)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,42158559,新北市板橋區民生路二段198號前,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府113年12月9日新北府環空字第1132406904號公告事項二、（一）規定，爰依空氣污染防制法第76條第2項規定,,,F11B6440,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,65000,65000110,65000
A34097061074,聖東營造股份有限公司,臺北市,22-115-020226,2025-12-01,噪音管制法第8條第4款,6000,2026-02-13,0,,,噪音污染,臺北市松山區八德路四段七六○號九樓之一,聖東營造股份有限公司-113年度專業路面及附屬設施更新工程(第1標)(中山、大同區),營建工程於本市第三類噪音管制區假日晚上6時至翌日上午8時，經目的事業主管機關核准從事施工，但未依規定於施工現場設置噪音防制設施(包含隔音布、消音屋、防震襯墊、隔音罩或其他具有減音功能之設施)。(工程名稱:113年度專案路面及附屬設施更新工程(第1標)(中山、大同區))(屬噪音管制區劃定作業準則之夜間時段),,0,0,,23265946,臺北市中山區北安路567號前,罰鍰新臺幣6000元整。處環境講習2小時整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A38097036986,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000010,63000
U95097009085,台鈴機械工程行,新北市,21-115-017637,2025-03-07,空氣污染防制法第40條第3項,1000,2026-01-20,0,,,移動污染,花蓮縣吉安鄉勝安村慈惠二街二號,台鈴機械工程行,車輛(車號:9K-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,64816135,新北市板橋區中山路二段35號前,罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項及新北市政府113年12月9日新北環空字第1132406904號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條規定裁處。,,,U95097009085,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10015,10015050,65000
A39097011444,巨唐機電有限公司,臺北市,21-115-054673,2026-04-01,空氣污染防制法第44條第1項,500,2026-05-27,0,,,移動污染,臺北市中山區民生東路一段七二號五樓之一,巨唐機電有限公司,逾規定期限未實施115年度機車排氣定期檢驗。(移動污染源類型A(不適用)，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,34370332,各縣市環保局指定之排氣檢驗場所,罰鍰新臺幣500元整。,違反空氣污染防制法第44條第1項之規定，並依空氣污染防制法第80條第1項裁處。,,,A39097011444,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,63000,63000040,63000
F02097043408,久品有限公司,臺北市,21-115-054462,2025-10-24,空氣污染防制法第40條第3項,1000,2026-05-22,0,,,移動污染,新北市三重區忠孝路二段一三二號一樓,久品有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,16678442,臺北市中山區松江路82號前(新生南路至松江路南北向車道),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F02097043408,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,65000,65000020,63000
H49C2968,正達環保有限公司,桃園市,21-115-030762,2025-11-26,空氣污染防制法第40條第3項,2000,2026-03-26,0,,,移動污染,桃園市八德區建國路九一巷一三號二樓,正達環保有限公司,"查貴公司所有車輛（車號：KEU-1095、自用大貨車）於114年11月26日行經「桃園國際機場空氣品質維護區」，且於本府查證日前一年內，非排煙檢測合格之車輛，核已違反「桃園國際機場空氣品質維護區及實施移動污染源管制措施」及空氣污染防制法第40條第3項規定，爰依同法第76條第2項暨「移動污染源違反空氣污染防制法裁罰準則」規定，處新臺幣2,000元罰鍰。",,0,0,,90638234,桃園市大園區桃園國際機場北側入口處,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,H49C2968,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000080,68000
F01097062457,均豪工程行,新北市,41-115-041942,2025-11-02,廢棄物清理法第12條第2項,3600,2026-04-30,0,,,一般廢棄物,新北市板橋區仁化街一八六號四樓,,臺端經營之均豪工程行所有車輛（車號：BGE-****）之駕駛人未依規定使用專用垃圾袋，且未依本市規定時間及垃圾車停靠收集點將垃圾交付清除，致污染環境。,,0,0,,49938692,新北市土城區延吉街111巷12弄口,罰鍰新臺幣3600元整。,違反廢棄物清理法第12條第2項暨一般廢棄物回收清除處理辦法第14條第1項第4款與本局114年12月29日新北環維字第1142634487號公告規定，並依廢棄物清理法第50條第2款及違反廢棄物清理法罰鍰額度裁罰準則第2條第1項第1款規定裁處。,,,,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000010,65000
L86097000063,英展交通股份有限公司,新北市,21-115-050091,2025-04-25,空氣污染防制法第40條第3項,2000,2026-05-07,0,,,移動污染,臺中市豐原區北湳里圓環北路二段一四三號一四樓之二,英展交通股份有限公司,車輛(車號:KLC-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,22697592,新北市八里區中山路三段409號(八里垃圾焚化廠前),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項規定裁處。,,,L86097000063,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,66000,66000090,65000
L90097001822,金銓億汽車有限公司,苗栗縣,21-115-020394,2026-01-09,空氣污染防制法第40條第3項,2000,2026-03-02,0,,,移動污染,臺中市沙鹿區自強路二五五巷四三號四樓,金銓億汽車有限公司,貴公司所有車輛(車號：KEG-7689)於115年1月9日行經本縣第三期空氣品質維護區（竹南科學園區），經查該車輛出廠滿三年且一年內未經任一縣市環境保護局排煙檢驗合格。,,0,0,,28096081,苗栗縣竹南鎮竹南科學園區(第三期空氣品質維護區),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,L90097001822,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,66000,66000130,10005
Q6900803,三鉢紙業有限公司,嘉義縣,20-115-050003,2026-05-02,空氣污染防制法第24條第2項,100000,2026-05-19,0,,,固定空污,嘉義縣民雄鄉大崎村十四甲四二號,三鉢紙業有限公司,本縣環境保護局於115年5月2日派員稽查，貴公司領有固定污染源操作許可證(M03屬鍋爐蒸氣產生程序，嘉府環操證字第Q0685-03號)，現場製程作業中，惟脈動式袋式集塵器(A303)監測儀錶壓差計現場讀值為235mmH₂O，與許可內容(30-180mmH₂O)不符，顯未依固定污染源操作許可證內容進行操作，已違反空氣污染防制法第24條第2項、第4項規定及固定污染源設置操作及燃料使用許可證管理辦法第23條規定。,,0,0,,66647037,嘉義縣民雄鄉大崎村十四甲四二號,罰鍰新臺幣100000元整。限改日期：115年06月20日。處環境講習2小時整。,違反空氣污染防制法第24條第2項之規定，並依空氣污染防制法第62條第1項第5款裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-06-20,,Q6900803,待改善,,限期改善，罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10010,10010050,10010
F13097018862,久桃實業有限公司,新北市,21-115-019881,2025-11-07,空氣污染防制法第40條第3項,2000,2026-01-28,0,,,移動污染,新北市土城區亞洲路九○巷七號五樓,久桃實業有限公司,車輛(車號:KEJ-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,52815532,新北市八里區中山路三段409號(八里垃圾焚化廠前),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條附表一項次七規定。,,,F13097018862,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000130,65000
F15B0402,泱泱股份有限公司,臺南市,21-115-030097,2026-01-01,空氣污染防制法第40條第3項,1000,2026-03-03,0,,,移動污染,新北市五股區中興路三段一之七號,泱泱股份有限公司,臺端/貴商號/貴公司所有AVY-6955柴油小貨車經查進入本市空氣品質維護區，惟於稽查日前一年內未有排煙檢驗合格記錄。,,0,0,,89691392,臺南市東區前鋒路,罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項暨臺南市政府112年12月27日府環空字第1120328259C號公告，爰依空氣污染防制法第76條第2項規定裁處。,,,F15B0402,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000150,67000
A42097055609,德家營造股份有限公司,臺北市,40-115-030052,2026-02-11,廢棄物清理法第27條第2款,2400,2026-03-20,0,,,事業廢棄物,臺北市內湖區民權東路六段一○九號一○樓之三,德家營造股份有限公司,"工程施工未妥為清理，致廢棄物或剩餘土石方等污染鄰近水溝(金矽谷29期策略性產業大樓新建工程,114建字第0012號,污泥土污染側溝污染長度3公尺以內)(污染程度A=2,污染特性B=1,危害程度C=1)(依「臺北市政府環境保護局各類違反環保法令案件裁罰基準」第5點經專案簽報核准。)",,0,0,,90549943,臺北市內湖區新明路174巷16號旁側溝,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A42097055609,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000100,63000
J56A3370,真豪國際股份有限公司,新竹縣,21-115-040009,2025-12-10,空氣污染防制法第40條第3項,2000,2026-04-01,0,,,移動污染,新竹縣關西鎮東光里暗潭一八之五號,真豪國際股份有限公司,貴公司所有車輛(車號：KEK-6067)於114年12月10日行經新竹工業區西區空氣品質維護區，經查一年內未有排煙檢測合格紀錄,,0,0,,25018739,新竹縣湖口鄉中華路與自強路口,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,J56A3370,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10004,10004040,10004
E20100011653,盛展工程行,高雄市,21-115-060109,2026-03-19,空氣污染防制法第40條第3項,2000,2026-06-04,0,,,移動污染,高雄市大寮區中正路四六巷一號,盛展工程行,車輛KEF-6511號進入本市第二期空氣品質維護區所劃設之管制範圍，經查於稽查日前已逾二年未有排煙合格紀錄。,,0,0,,47651469,高雄市小港區第五貨櫃中心,罰鍰新臺幣2000元整，並限期於115年7月10日前至柴油車排煙檢測站檢驗合格。屆期未改善完成，將按次處罰。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,E20100011653,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,64000,64000140,64000
F02097008034,北翰營造有限公司,新北市,21-115-040694,2025-02-28,空氣污染防制法第40條第3項,2000,2026-04-16,0,,,移動污染,新北市三重區五華街九三巷一○一號三樓,北翰營造有限公司,車輛(車號:***-BX)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,84823991,新北市八里區中山路三段409號(八里垃圾焚化廠前),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項規定裁處。,,,F02097008034,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,65000,65000020,65000
E53097005884,展慶營造股份有限公司,臺南市,21-115-050242,2026-04-09,空氣污染防制法第40條第3項,2000,2026-05-11,0,,,移動污染,高雄市苓雅區六合路四二號二樓,展慶營造股份有限公司,臺端/貴商號/貴公司所有KEB-8222柴油大貨(客)車經查進入本市空氣品質維護區，惟於稽查日前一年內未有排煙檢驗合格記錄。,,0,0,,84318092,臺南市仁德區二仁路二段,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項暨臺南市政府113年12月31日府環空字第1132540657C號公告，爰依空氣污染防制法第76條第2項規定裁處。,,,E53097005884,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,64000,64000080,67000
A37097042974,豐呈國際有限公司,新北市,21-115-020039,2025-04-11,空氣污染防制法第40條第3項,1000,2026-02-12,0,,,移動污染,臺北市萬華區環河南路二段一九八巷一弄二號一樓,豐呈國際有限公司,車輛(車號:BFD-**36)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,53680553,新北市板橋區民生路二段181號旁,罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項規定及新北市政府113年12月9日新北府環空字第1132406904號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條附表一項次七規定裁處。,,,A37097042974,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000070,65000
