ems_no,fac_name,county_name,document_no,transgress_date,transgress_law,penalty_money,penalty_date,ispetition,petition_results,appeal_or_rescind,transgress_type,fac_address,transgress_name,openinfor,lawsuit_date_1,illegal_money,track_illegal_money,petition_agency,ban,transgress_address,subject,gist_define,improve_deadline,inspection_condition,transgress_control_id,is_improve,inspection_datetime_s,penaltykind,isimportant,paymentstate,isreminder,isadmincourt,isreducemoney,allow_rework_date,fac_city_code,fac_area_code,transgress_city_code
F06097045442,三豐營造有限公司,桃園市,22-115-050155,2026-03-21,噪音管制法第8條第4款,3000,2026-05-29,0,,,噪音污染,新北市新莊區新北大道三段五號六樓之二,三豐營造有限公司,案經本府環境保護局於115年3月21日(星期六)中午12時56分前往稽查，現場正以切割機、釘槍進行切割、釘木板作業中，產生明顯噪音致妨害他人生活環境安寧。,,0,0,,53513303,桃園市龜山區善捷段139、140地號等2筆土地,罰鍰新臺幣3000元整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。,,,F06097045442,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000050,68000
H52097001980,億翔物流股份有限公司,桃園市,21-115-010375,2025-09-23,空氣污染防制法第40條第3項,2000,2026-01-16,0,,,移動污染,桃園市新屋區頭洲里民族路六段五七九巷六二號,億翔物流股份有限公司,"查貴公司所有車輛（車號：6K-039、營業大貨車）於114年9月23日行經「桃園市內壢空氣品質維護區」，且於本府查證日前一年內，非排煙檢測合格之車輛，核已違反「桃園市內壢空氣品質維護區移動污染源管制措施」及空氣污染防制法第40條第3項規定，爰依同法第76條第2項暨「移動污染源違反空氣污染防制法裁罰準則」規定，處新臺幣2,000元罰鍰。",,0,0,,49809584,桃園市八德區台一線(鄰近中油茄冬站),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,H52097001980,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000110,68000
E21100002673,進饌製冰有限公司,高雄市,41-115-041073,2025-12-05,廢棄物清理法第27條第1款,1200,2026-04-29,0,,,一般廢棄物,高雄市大樹區瓦厝街六之一○二號,進饌製冰有限公司,駕駛車輛隨地拋棄煙蒂。車號:BNF-2606,,0,0,,83480223,高雄市前鎮區瑞北路127號前,罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第1款之規定，並依廢棄物清理法第50條第3款及違反廢棄物清理法罰鍰額度裁罰準則裁處。,,,E21100002673,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,64000,64000150,64000
H42097031728,裕欣營造有限公司,桃園市,40-115-030004,2026-02-06,廢棄物清理法第31條第1項第2款,6000,2026-03-02,0,,,事業廢棄物,桃園市桃園區大興西路二段二五五號六樓,裕欣營造有限公司,經本局於115年2月6日至環境部資源循環署「事業廢棄物申報及管理資訊系統」查詢瑞陞建設有限公司-集合住宅新建工程［執照號碼：（114）桃市都建執照字第會平01427號］廢棄物之產出、貯存、清除申報資料，發現該工程於115年1月21日動工後至115年2月6日止未依規定上網申報該營建工程廢棄物產出、貯存情形，上開行為核已違反廢棄物清理法第31條第1項第2款規定。,,0,0,,69535774,桃園市平鎮區湧星段988地號等8筆,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第31條第1項第2款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,H42097031728,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000010,68000
E2210747,光彌實業股份有限公司,高雄市,41-115-040955,2026-03-18,廢棄物清理法第27條第2款,4800,2026-04-27,0,,,一般廢棄物,高雄市仁武區環湖路一○○號,光彌實業股份有限公司,工地施工，車輛進出輪胎夾帶泥土，致污染地面。,,0,0,,97225053,高雄市仁武區仁安三巷,罰鍰新臺幣4800元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款及違反廢棄物清理法罰鍰額度裁罰準則裁處。,,,E2210747,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,64000,64000170,64000
I26097012380,金宏昇通運企業有限公司,新北市,21-115-019924,2025-04-28,空氣污染防制法第40條第3項,2000,2026-01-28,1,訴願駁回,,移動污染,嘉義市港坪里大同路六五一號一樓,金宏昇通運企業有限公司,車輛(車號:KLG-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,2026-03-10,0,0,地方審議機關,89507712,新北市板橋區民生路二段198號前,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府113年12月9日新北府環空字第1132406904號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條附表一項次七規定。,,,I26097012380,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10020,10020000,65000
J61097001880,新竹物流股份有限公司,新北市,21-115-019714,2025-07-03,空氣污染防制法第40條第3項,2000,2026-01-27,0,,,移動污染,新竹縣新豐鄉松柏村德昌街二二八號,新竹物流股份有限公司,車輛(車號:**-JD)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,46480100,新北市板橋區縣民大道一段181號對面,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府113年12月9日新北府環空字第1132406904號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條附表一項次七規定裁處。,,,J61097001880,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10004,10004060,65000
F17097011483,宗基五金有限公司,新北市,30-115-030003,2024-07-12,水污染防治法第14條第1項,0,2026-03-04,0,,,水污染,新北市林口區粉寮路二段八號,宗基五金有限公司蘆洲廠,貴公司蘆洲廠係屬水污染防治法事業分類及定義之金屬表面處理業，惟未領有廢(污)水排放許可證或簡易排放許可文件，逕行排放廢(污)水於地面水體。,,0,0,,23000565,新北市蘆洲區國道路二段30巷31號,命自裁處書送達日起貴公司蘆洲廠停工。處環境講習8小時整。,"違反水污染防治法第14條第1項規定，爰依水污染防治法第45條第1項規定裁處。
依環境教育法第23條暨環境講習執行辦法第4條、第8條第1項及第3項規定裁處環境講習。依環境教育法第23條第1款之規定裁處環境講習",,,F14A9175,不須改善,,勒令停工,否,不須繳納,否,否,,,65000,65000170,65000
N14097000578,尊龍通運有限公司,苗栗縣,21-115-040290,2026-03-26,空氣污染防制法第40條第3項,2000,2026-04-21,0,,,移動污染,彰化縣二林鎮萬興里溪底巷一八之三一號二樓,尊龍通運有限公司,貴公司所有車輛(車號：079-X7)於115年3月26日行經本縣第二期空氣品質維護區（頭份市永貞國小），經查該車輛出廠滿三年且一年內未經任一縣市環境保護局排煙檢驗合格。,,0,0,,16662151,苗栗縣頭份市永貞國小(第二期空氣品質維護區),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,N14097000578,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10007,10007200,10005
N11097017427,百麗樹藝園,苗栗縣,21-115-040213,2026-03-30,空氣污染防制法第40條第3項,2000,2026-04-20,0,,,移動污染,彰化縣員林市中央里田中央巷一一弄一六號,百麗樹藝園,貴園所有車輛(車號：KEL-0360)於115年3月30日行經本縣第三期空氣品質維護區（竹南科學園區），經查該車輛出廠滿三年且一年內未經任一縣市環境保護局排煙檢驗合格。,,0,0,,39944891,苗栗縣竹南鎮竹南科學園區(第三期空氣品質維護區),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,N11097017427,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10007,10007100,10005
A43097027580,永生車業有限公司,臺北市,21-115-043168,2026-04-08,空氣污染防制法第44條第1項,3000,2026-04-20,0,,,移動污染,臺北市士林區華齡街七一號,永生車業有限公司,逾規定期限6個月未實施114年度機車排氣定期檢驗。(移動污染源類型A(不適用)，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,97106606,各縣市環保局指定之排氣檢驗場所,罰鍰新臺幣3000元整。,違反空氣污染防制法第44條第1項之規定，並依空氣污染防制法第80條第3項裁處。,,,A43097027580,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000110,63000
A36097012939,信一預拌混凝土股份有限公司,臺北市,21-115-040025,2026-01-02,空氣污染防制法第44條第1項,500,2026-04-09,0,,,移動污染,臺北市中正區寶慶路三七號八樓,信一預拌混凝土股份有限公司,逾規定期限未實施114年度機車排氣定期檢驗。(移動污染源類型A(不適用)，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,23636102,各縣市環保局指定之排氣檢驗場所,罰鍰新臺幣500元整。,違反空氣污染防制法第44條第1項之規定，並依空氣污染防制法第80條第1項裁處。,,,A36097012939,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000050,63000
A43097034478,展嘉資源處理有限公司,臺北市,41-115-051916,2026-03-30,廢棄物清理法第27條第2款,2400,2026-05-25,0,,,一般廢棄物,臺北市士林區承德路四段三一一號八樓,展嘉資源處理有限公司-同怡混合物分類處理場,"污染地面、池溏、水溝、牆壁、樑柱、電桿、樹木、道路、橋樑或其他土地定著物。(輪胎泥痕污染路面)(污染程度A=2,污染特性B=1,危害程度C=1)(依「臺北市政府環境保護局各類違反環保法令案件裁罰基準」第5點經專案簽報核准。)",,0,0,,89624802,臺北市內湖區潭美街533號旁,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款裁處。,,,A42A2443,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,63000,63000110,63000
B23097028148,銘嘉工程行,彰化縣,41-115-010336,2025-10-13,廢棄物清理法第27條第1款,1200,2026-01-12,0,,,一般廢棄物,臺中市西屯區惠來里市政北七路一八六號五樓之二,銘嘉工程行,"經查臺端駕駛車牌號碼：KEU-7273車輛，於114年10月13日9時39分行經本縣和美鎮嘉卿路一段與線東路七段交叉路口（座標：24.131436,120.52514）時，經攝錄拋棄一般廢棄物，致污染環境衛生。",,0,0,,87037686,"彰化縣和美鎮嘉卿路一段與線東路七段交叉路口（座標：24.131436,120.52514）",罰鍰新臺幣1200元整。,違反廢棄物清理法第27條第1款之規定，並依廢棄物清理法第50條第3款裁處。,,,B23097028148,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,66000,66000060,10007
K6806502,正昇汽車運輸股份有限公司,新北市,21-115-051825,2025-12-26,空氣污染防制法第40條第3項,2000,2026-05-26,0,,,移動污染,苗栗縣苗栗市玉華里四鄰復興路三段一一四號,正昇汽車運輸股份有限公司,車輛(車號:KLD-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,49664449,新北市板橋區民生路二段198號前,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項及新北市政府113年12月9日新北府環空字第1132406904號公告事項二、（一）規定，爰依空氣污染防制法第76條第2項暨移動污染源違反空氣污染防制法裁罰準則第2條附表1項次七規定裁處。,,,K6806502,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,10005,10005010,65000
H45097002640,群泓交通股份有限公司,南投縣,21-115-020026,2025-12-13,空氣污染防制法第40條第3項,500,2026-02-05,0,,,移動污染,桃園市楊梅區瑞溪路一段一二三號,群泓交通股份有限公司,行徑本府公告日月潭空氣品質維護區，惟車輛出廠滿二年以上未具有前一年內排煙檢查合格紀錄。,,0,0,,43898976,南投縣魚池鄉日月潭環潭公路（台21線60公里~69公里及台374甲線全線）,罰鍰新臺幣500元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,H45097002640,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000040,10008
E20100007748,呷尚寶興業股份有限公司,新北市,40-115-040048,2026-01-28,廢棄物清理法第31條第1項第1款,6000,2026-04-22,0,,,事業廢棄物,高雄市大寮區和業六路九號,歐薩卡號店,貴公司所屬西盛店-歐薩卡號店從事餐館業，經查未依規定檢具事業廢棄物清理計畫書送審查核准即逕行營運，並產出廢棄物。,,0,0,,25003074,新北市新莊區民安西路214號,罰鍰新臺幣6000元整。處環境講習1小時整。,"違反廢棄物清理法第31條第1項第1款規定，爰依廢棄物清理法第52條及違反廢棄物清理法罰鍰額度裁罰準則第2條第1項第2款規定裁處。
依環境教育法第23條暨環境講習執行辦法第5條及第8條第1項規定裁處環境講習。依環境教育法第23條第2款之規定裁處環境講習",,,F06097051388,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,64000,64000140,65000
H42097006154,德威運輸股份有限公司,新北市,21-115-040469,2025-01-10,空氣污染防制法第40條第3項,2000,2026-04-14,0,,,移動污染,桃園市桃園區大林里桃鶯路三三一號,德威運輸股份有限公司,車輛(車號:KNB-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,43931953,新北市八里區商港路123號(臺北港一號哨車道1),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項規定裁處。,,,H42097006154,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,68000,68000010,65000
B04100011347,傑泰企業有限公司,臺中市,30-115-040004,2026-02-25,水污染防治法第7條第1項,714000,2026-04-09,0,,,水污染,臺中市太平區頭汴里長龍路二段二三三巷一號一樓,傑泰企業有限公司,貴公司於臺中市○○區○○路○段○○○巷○號從事金屬表面處理作業，屬水污染防治法公告列管事業並領有本局核發之水污染防治(排放)許可證，本局於115年2月25日13時40分派員前往稽查，現場作業且排水中，會同貴公司所屬員工於放流口依規採集水樣送檢驗結果，水樣檢測報告項目「懸浮固體」未符合放流水標準，核已違反水污染防治法第7條第1項規定。,,0,0,,97494351,臺中市太平區長龍路２段233巷1號,罰鍰新臺幣714000元整。處環境講習2小時整。,違反水污染防治法第7條第1項規定，並依水污染防治法第40條第1項及違反水污染防治法罰鍰額度裁罰準則規定裁處依環境教育法第23條第2款之規定裁處環境講習,,,B04100011347,不須改善,,罰鍰(非連續處罰),否,分期繳款中,否,否,,,66000,66000270,66000
C14097000060,新中行,基隆市,41-115-050031,2025-05-31,廢棄物清理法第27條第1款,3600,2026-05-05,0,,,一般廢棄物,基隆市中山區中山一路三十一號一樓,新中行,經民眾檢舉行為人駕駛車號（MFX-1027）車輛於上述時間，地點，隨地拋棄煙蒂，影響環境衛生及市容觀瞻。本案攝影採證，依法告發。﹝以下空白﹞,,0,0,,80886558,基隆市仁愛區忠三路與公園街路口處,罰鍰新臺幣3600元整。,違反廢棄物清理法第27條第1款之規定，並依廢棄物清理法第50條第3款裁處。,,,C14097000060,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,10017,10017050,10017
A36097021572,嘉里大榮物流股份有限公司,新竹市,21-115-040143,2026-02-05,空氣污染防制法第40條第3項,2000,2026-04-16,0,,,移動污染,臺北市中正區新生南路一段五○號一四樓,嘉里大榮物流股份有限公司,貴公司所有車輛（車號：223-HQ）於115年2月5日16時38分，行經本市公告之新竹科學園區空氣品質維護區（違反地點：本市寶山路與園區三路口），惟未具有稽查日（含）前1年內排煙檢測合格紀錄或有效期內自主管理標章。,,0,0,,51015548,新竹市寶山路與園區三路口,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,A36097021572,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000050,10018
T5006949,明友畜牧場,屏東縣,30-115-030018,2025-11-19,水污染防治法第7條第1項,27532,2026-03-05,0,,,水污染,屏東縣里港鄉大港洋段一九六六地號,明友畜牧場,"臺端經營明友畜牧場從事豬隻飼養作業，經本府環境保護局於114年11月19日派員稽查，發現放流口所排放廢水經採樣檢驗結果未符合放流水標準(懸浮固體檢測值1,520毫克/公升，標準值150毫克/公升；化學需氧量檢測值2,830毫克/公升，標準值600毫克/公升)，已違反水污染防治法第7條第1項暨放流水標準第2條第1項規定，經查貴場自本次違反之日起往前回溯1年內曾違反相同規定1次，茲依同法第40條第2項及第66條之1暨違反水污染防治法罰鍰額度裁罰準則第2條規定裁處。",,0,0,,,屏東縣里港鄉大港洋段1966地號,罰鍰新臺幣27532元整。限改日期：115年04月15日。處環境講習4小時整。,違反水污染防治法第7條第1項之規定，並依水污染防治法第40條第2項裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-04-15,,T5006949,待改善,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,,,10013,10013090,10013
H43097008766,捷盛運輸股份有限公司,臺北市,21-115-010155,2025-07-30,空氣污染防制法第40條第3項,2000,2026-01-03,0,,,移動污染,桃園市中壢區五福里民族路二四二之一號一樓,捷盛運輸股份有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=4，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,16379900,臺北市大安區新生南路與辛亥路南向(新生南路至松江路南北向車道),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,H43097008766,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000020,63000
F15097012291,大正商行,臺北市,21-115-045662,2025-09-26,空氣污染防制法第40條第3項,2000,2026-04-28,0,,,移動污染,新北市五股區水碓九路五一號,大正商行,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=4，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,14253526,臺北市中山區松江路82號前(新生南路至松江路南北向車道),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F15097012291,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,65000,65000150,63000
J59A1022,立州油脂有限公司湖口廠,新竹縣,20-115-030011,2025-11-26,空氣污染防制法第24條第2項,100000,2026-03-20,0,,,固定空污,新竹縣湖口鄉鳳山村復興路二○號,立州油脂有限公司湖口廠,"本府環境保護局於114年11月26日星期三10時30分至貴公司湖口廠(管制編號:J59A1022)執行事業廢棄物再利用或處理程序(其他石油製品製造程序) (M01)操作許可證查核，查核當下部分污染源運作中(儲槽)，惟其他後燃燒器A001，查核時故障，操作溫度未達許可證操作範圍，操作溫度為117℃(許可證核定範圍為600℃-700℃)且廢氣入口溫度及出口溫度均未顯示，屬未依許可證操作，違反空氣污染防制法第24條第2項規定。",,0,0,,89566704,新竹縣湖口鄉鳳山村復興路二○號,罰鍰新臺幣100000元整。限改日期：115年03月06日。處環境講習2小時整。,違反空氣污染防制法第24條第2項之規定，並依空氣污染防制法第62條第1項第5款裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-03-06,,J59A1022,已改善完成,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,,,10004,10004050,10004
B0002079,祥盛交通股份有限公司,新北市,21-115-040845,2025-01-20,空氣污染防制法第40條第3項,2000,2026-04-17,0,,,移動污染,臺中市烏日區環河北路一二號,祥盛交通股份有限公司,車輛(車號:**-X5)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,70633289,新北市八里區商港路123號(臺北港一號哨車道1),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條附表一項次七規定裁處。,,,B0002079,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,66000,66000230,65000
F0725042,金安環保科技有限公司,新北市,44-115-040017,2026-01-15,廢棄物清理法第31條第1項第2款,6000,2026-04-23,0,,,廢棄物清除處理機構,新北市樹林區三興路六二號二樓,金安環保科技有限公司,貴公司為本局核可之乙級廢棄物清除機構(許可證號：111新北市廢乙清字第****號)，經本局勾稽貴公司114年10月3日營運紀錄申報資料與所有清除車輛(車號:6**-**)GPS軌跡不符。,,0,0,,13050946,新北市樹林區三興路六二號二樓,罰鍰新臺幣6000元整。處環境講習1小時整。,"違反廢棄物清理法第31條第1項第2款暨「以網路傳輸方式申報廢棄物之產出、貯存、清除、處理、再利用、輸出及輸入情形之申報格式、項目、內容及頻率」公告事項八規定，爰依廢棄物清理法第52條暨違反廢棄物清理法罰鍰額度裁罰準則第2條第1項第2款規定裁處。
依環境教育法第23條暨環境講習執行辦法第5條及第8條第1項規定裁處環境講習。依環境教育法第23條第2款之規定裁處環境講習",,,F0725042,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000070,65000
F01097001516,漢隆交通有限公司,臺北市,21-115-020220,2025-08-12,空氣污染防制法第40條第3項,2000,2026-02-02,0,,,移動污染,新北市板橋區光正街九巷二弄五號五樓,漢隆交通有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=4，違規情節B=1，得加重或減輕裁罰事項C=),,0,0,,35987518,臺北市大安區新生南路與辛亥路北向(新生南路至松江路南北向車道),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F01097001516,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000010,63000
T42097018359,輝和塑膠股份有限公司,屏東縣,40-115-030007,2026-01-26,廢棄物清理法第31條第1項第1款,6000,2026-03-13,0,,,事業廢棄物,屏東縣屏東市大湖里大湖路六八五之一號,輝和塑膠股份有限公司,現場有破碎機設備、塑膠下腳料、塑膠桶等廢棄物及破碎後塑膠片等成品，為該工廠未申領有事業廢棄物清理計畫書，違反廢棄物清理法第31條第1項第1款規定。,,0,0,,22214081,屏東縣屏東市大湖里大湖路六八五之一號,罰鍰新臺幣6000元整。限改日期：115年04月25日。處環境講習1小時整。,違反廢棄物清理法第31條第1項第1款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-04-25,,T42097018359,已改善完成,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,,,10013,10013010,10013
E2003242,常宏精密工業有限公司,高雄市,30-115-030009,2026-01-09,水污染防治法第18條，水污染防治措施及檢測申報管理辦法第16條第1項,10000,2026-03-20,0,,,水污染,高雄市大寮區潮寮里田單二街二之六號,常宏精密工業有限公司,本局於115年01月09日派員至貴公司執行稽查，貴公司領有水污染防治措施計畫，經查現場廢(污)水處理設施T01-2、T01-3、T01-6、T01-11、T01-14單元之操作參數未紀錄、污泥量未按次紀錄，每月統計，違反水污染防治法第18條暨水污染防治措施及檢測申報管理辦法第16條第1項之規定。,,0,0,,54633559,高雄市大寮區潮寮里田單二街二之六號,罰鍰新臺幣10000元整。處環境講習1小時整。,違反水污染防治法第18條及水污染防治措施及檢測申報管理辦法第16條第1項之規定，並依水污染防治法第46條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,E2003242,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,64000,64000140,64000
S2212460,駐龍精密機械股份有限公司,高雄市,23-115-030006,2026-02-04,空氣污染防制法第23條第2項,135000,2026-03-25,0,,,營建工程,高雄市仁武區八德二路一六六號,駐龍精密機械股份有限公司,本局於115年2月4日派員稽查「駐龍精密機械股份有限公司廠房新建工程(E112S82026-1)」工程發現(位址:高雄市仁武區仁新段3-1地號等3筆(新庄路上，仁武國10交流道附近)以下缺失，依營建工程空氣污染防制設施管理辦法及缺失記點處理原則等規定，共記缺失26點，已違反空氣污染防制法第23條第2項規定：(1)未設置定著地面之全阻隔式圍籬或防溢座，記10點(2)防塵布、防塵網未完全覆蓋堆置之物料或破損，致影響防制效果，記4點(3)第一級營建工程工地內之車行路徑，實施面積未達百分之九十、營建工地內或洗車設施至主要道路之車行路徑粗級配或粒料舖設厚度不足，致影響防制效果，記4點(4)裸露地表第一級營建工程，有效抑制粉塵防制措施實施面積未達百分之九十，記4點(5)車輛離開營建工地時未有效清洗車體及輪胎，造成工地出入口及延伸道路有路面色差，記4點。,,0,0,,23830154,"高雄市仁武區仁新段3-1地號等3筆(新庄路上,仁武國10交流道附近)",罰鍰新臺幣135000元整，處環境講習2小時整。限改日期：115年03月03日。處環境講習2小時整。,違反「空氣污染防制法」第23條第2項規定，並依空氣污染防制法第第62條第1項第4款規定裁處，另依環境教育法第23條規定裁處環境講習。依環境教育法第23條第2款之規定裁處環境講習,2026-03-03,,S2212460,已改善完成,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,64000,64000170,64000
T42B7767,世華金屬科技股份有限公司屏東廠,屏東縣,40-115-050019,2026-05-05,廢棄物清理法第31條第1項第1款,6000,2026-05-29,0,,,事業廢棄物,屏東縣屏東市前進里園西街一八號,世華金屬科技股份有限公司屏東廠,"本局於115年5月5日進行稽查作業，經查世華金屬科技股份有限公司屏東廠所申報之廢塑膠混合物(114/09、11、12、115/01)及廢布(114/09、11、115/01)產生量超過廢清書最大月產生量10%以上，惟未依規定向本局申請廢棄物清理計畫書變更，違反廢棄物清理法第31條第1項第1款規定，爰依同法第52條、第63條之1第1項暨違反廢棄物清理法罰鍰額度裁罰準則第2條規定裁處由系統預帶,",,0,0,,97383600,屏東縣屏東市園西街18號,罰鍰新臺幣6000元整。限改日期：115年06月07日。處環境講習1小時整。,違反廢棄物清理法第31條第1項第1款之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-06-07,,T42B7767,待改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,10013,10013010,10013
F07097021050,力錡起重工程行,桃園市,21-115-030419,2025-11-25,空氣污染防制法第40條第3項,2000,2026-03-12,0,,,移動污染,新北市樹林區龍興街四五巷二○號一樓,力錡起重工程行,"查臺端所有車輛（車號：762-TS、自用大貨車）於114年11月25日行經「桃園市內壢空氣品質維護區」，且於本府查證日前一年內，非排煙檢測合格之車輛，核已違反「桃園市內壢空氣品質維護區移動污染源管制措施」及空氣污染防制法第40條第3項規定，爰依同法第76條第2項暨「移動污染源違反空氣污染防制法裁罰準則」規定，處新臺幣2,000元罰鍰。",,0,0,,10080241,桃園市八德區台一線(鄰近中油茄冬站),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F07097021050,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000070,68000
D32097021986,福群行,臺南市,21-115-040093,2026-03-08,空氣污染防制法第40條第3項,2000,2026-04-10,0,,,移動污染,臺南市安南區公親里公學路一段一七三巷五一號一樓,福群行,臺端/貴商號/貴公司所有KEB-5837柴油大貨(客)車經查進入本市空氣品質維護區，惟於稽查日前一年內未有排煙檢驗合格記錄。,,0,0,,15714949,臺南市東區長榮路三段,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項暨臺南市政府112年12月27日府環空字第1120328259C號公告，爰依空氣污染防制法第76條第2項規定裁處。,,,D32097021986,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,67000,67000350,67000
